,game,model,experiment,episode,metric,value
11955,wordle_withclue,llama3.1-sft-e1-_E1_D30004_REV-t0.0--llama3.1-sft-e1-_E1_D30004_REV-t0.0,1_medium_frequency_words_clue_no_critic,episode_8,total guess repetitions,0.0
11956,wordle_withclue,llama3.1-sft-e1-_E1_D30004_REV-t0.0--llama3.1-sft-e1-_E1_D30004_REV-t0.0,1_medium_frequency_words_clue_no_critic,episode_11,Aborted,1.0
11957,wordle_withclue,llama3.1-sft-e1-_E1_D30004_REV-t0.0--llama3.1-sft-e1-_E1_D30004_REV-t0.0,1_medium_frequency_words_clue_no_critic,episode_11,Lose,0.0
11958,wordle_withclue,llama3.1-sft-e1-_E1_D30004_REV-t0.0--llama3.1-sft-e1-_E1_D30004_REV-t0.0,1_medium_frequency_words_clue_no_critic,episode_11,Success,0.0
11959,wordle_withclue,llama3.1-sft-e1-_E1_D30004_REV-t0.0--llama3.1-sft-e1-_E1_D30004_REV-t0.0,1_medium_frequency_words_clue_no_critic,episode_11,Request Count,3.0
11960,wordle_withclue,llama3.1-sft-e1-_E1_D30004_REV-t0.0--llama3.1-sft-e1-_E1_D30004_REV-t0.0,1_medium_frequency_words_clue_no_critic,episode_11,Parsed Request Count,0.0
11961,wordle_withclue,llama3.1-sft-e1-_E1_D30004_REV-t0.0--llama3.1-sft-e1-_E1_D30004_REV-t0.0,1_medium_frequency_words_clue_no_critic,episode_11,Violated Request Count,3.0
11962,wordle_withclue,llama3.1-sft-e1-_E1_D30004_REV-t0.0--llama3.1-sft-e1-_E1_D30004_REV-t0.0,1_medium_frequency_words_clue_no_critic,episode_11,Request Success Ratio,0.0
11963,wordle_withclue,llama3.1-sft-e1-_E1_D30004_REV-t0.0--llama3.1-sft-e1-_E1_D30004_REV-t0.0,1_medium_frequency_words_clue_no_critic,episode_11,Main Score,
11964,wordle_withclue,llama3.1-sft-e1-_E1_D30004_REV-t0.0--llama3.1-sft-e1-_E1_D30004_REV-t0.0,1_medium_frequency_words_clue_no_critic,episode_11,repeats guess,
11965,wordle_withclue,llama3.1-sft-e1-_E1_D30004_REV-t0.0--llama3.1-sft-e1-_E1_D30004_REV-t0.0,1_medium_frequency_words_clue_no_critic,episode_11,total guess repetitions,
11966,wordle_withclue,llama3.1-sft-e1-_E1_D30004_REV-t0.0--llama3.1-sft-e1-_E1_D30004_REV-t0.0,1_medium_frequency_words_clue_no_critic,episode_14,Aborted,0.0
11967,wordle_withclue,llama3.1-sft-e1-_E1_D30004_REV-t0.0--llama3.1-sft-e1-_E1_D30004_REV-t0.0,1_medium_frequency_words_clue_no_critic,episode_14,Lose,1.0
11968,wordle_withclue,llama3.1-sft-e1-_E1_D30004_REV-t0.0--llama3.1-sft-e1-_E1_D30004_REV-t0.0,1_medium_frequency_words_clue_no_critic,episode_14,Success,0.0
11969,wordle_withclue,llama3.1-sft-e1-_E1_D30004_REV-t0.0--llama3.1-sft-e1-_E1_D30004_REV-t0.0,1_medium_frequency_words_clue_no_critic,episode_14,Request Count,6.0
11970,wordle_withclue,llama3.1-sft-e1-_E1_D30004_REV-t0.0--llama3.1-sft-e1-_E1_D30004_REV-t0.0,1_medium_frequency_words_clue_no_critic,episode_14,Parsed Request Count,6.0
11971,wordle_withclue,llama3.1-sft-e1-_E1_D30004_REV-t0.0--llama3.1-sft-e1-_E1_D30004_REV-t0.0,1_medium_frequency_words_clue_no_critic,episode_14,Violated Request Count,0.0
11972,wordle_withclue,llama3.1-sft-e1-_E1_D30004_REV-t0.0--llama3.1-sft-e1-_E1_D30004_REV-t0.0,1_medium_frequency_words_clue_no_critic,episode_14,Request Success Ratio,1.0
11973,wordle_withclue,llama3.1-sft-e1-_E1_D30004_REV-t0.0--llama3.1-sft-e1-_E1_D30004_REV-t0.0,1_medium_frequency_words_clue_no_critic,episode_14,Main Score,0.0
11974,wordle_withclue,llama3.1-sft-e1-_E1_D30004_REV-t0.0--llama3.1-sft-e1-_E1_D30004_REV-t0.0,1_medium_frequency_words_clue_no_critic,episode_14,repeats guess,0.0
11975,wordle_withclue,llama3.1-sft-e1-_E1_D30004_REV-t0.0--llama3.1-sft-e1-_E1_D30004_REV-t0.0,1_medium_frequency_words_clue_no_critic,episode_14,total guess repetitions,0.0
11976,wordle_withclue,llama3.1-sft-e1-_E1_D30004_REV-t0.0--llama3.1-sft-e1-_E1_D30004_REV-t0.0,1_medium_frequency_words_clue_no_critic,episode_2,Aborted,0.0
11977,wordle_withclue,llama3.1-sft-e1-_E1_D30004_REV-t0.0--llama3.1-sft-e1-_E1_D30004_REV-t0.0,1_medium_frequency_words_clue_no_critic,episode_2,Lose,1.0
11978,wordle_withclue,llama3.1-sft-e1-_E1_D30004_REV-t0.0--llama3.1-sft-e1-_E1_D30004_REV-t0.0,1_medium_frequency_words_clue_no_critic,episode_2,Success,0.0
11979,wordle_withclue,llama3.1-sft-e1-_E1_D30004_REV-t0.0--llama3.1-sft-e1-_E1_D30004_REV-t0.0,1_medium_frequency_words_clue_no_critic,episode_2,Request Count,6.0
11980,wordle_withclue,llama3.1-sft-e1-_E1_D30004_REV-t0.0--llama3.1-sft-e1-_E1_D30004_REV-t0.0,1_medium_frequency_words_clue_no_critic,episode_2,Parsed Request Count,6.0
11981,wordle_withclue,llama3.1-sft-e1-_E1_D30004_REV-t0.0--llama3.1-sft-e1-_E1_D30004_REV-t0.0,1_medium_frequency_words_clue_no_critic,episode_2,Violated Request Count,0.0
11982,wordle_withclue,llama3.1-sft-e1-_E1_D30004_REV-t0.0--llama3.1-sft-e1-_E1_D30004_REV-t0.0,1_medium_frequency_words_clue_no_critic,episode_2,Request Success Ratio,1.0
11983,wordle_withclue,llama3.1-sft-e1-_E1_D30004_REV-t0.0--llama3.1-sft-e1-_E1_D30004_REV-t0.0,1_medium_frequency_words_clue_no_critic,episode_2,Main Score,0.0
11984,wordle_withclue,llama3.1-sft-e1-_E1_D30004_REV-t0.0--llama3.1-sft-e1-_E1_D30004_REV-t0.0,1_medium_frequency_words_clue_no_critic,episode_2,repeats guess,0.0
11985,wordle_withclue,llama3.1-sft-e1-_E1_D30004_REV-t0.0--llama3.1-sft-e1-_E1_D30004_REV-t0.0,1_medium_frequency_words_clue_no_critic,episode_2,total guess repetitions,0.0
11986,wordle_withclue,llama3.1-sft-e1-_E1_D30004_REV-t0.0--llama3.1-sft-e1-_E1_D30004_REV-t0.0,1_medium_frequency_words_clue_no_critic,episode_5,Aborted,0.0
11987,wordle_withclue,llama3.1-sft-e1-_E1_D30004_REV-t0.0--llama3.1-sft-e1-_E1_D30004_REV-t0.0,1_medium_frequency_words_clue_no_critic,episode_5,Lose,1.0
11988,wordle_withclue,llama3.1-sft-e1-_E1_D30004_REV-t0.0--llama3.1-sft-e1-_E1_D30004_REV-t0.0,1_medium_frequency_words_clue_no_critic,episode_5,Success,0.0
11989,wordle_withclue,llama3.1-sft-e1-_E1_D30004_REV-t0.0--llama3.1-sft-e1-_E1_D30004_REV-t0.0,1_medium_frequency_words_clue_no_critic,episode_5,Request Count,6.0
11990,wordle_withclue,llama3.1-sft-e1-_E1_D30004_REV-t0.0--llama3.1-sft-e1-_E1_D30004_REV-t0.0,1_medium_frequency_words_clue_no_critic,episode_5,Parsed Request Count,6.0
11991,wordle_withclue,llama3.1-sft-e1-_E1_D30004_REV-t0.0--llama3.1-sft-e1-_E1_D30004_REV-t0.0,1_medium_frequency_words_clue_no_critic,episode_5,Violated Request Count,0.0
11992,wordle_withclue,llama3.1-sft-e1-_E1_D30004_REV-t0.0--llama3.1-sft-e1-_E1_D30004_REV-t0.0,1_medium_frequency_words_clue_no_critic,episode_5,Request Success Ratio,1.0
11993,wordle_withclue,llama3.1-sft-e1-_E1_D30004_REV-t0.0--llama3.1-sft-e1-_E1_D30004_REV-t0.0,1_medium_frequency_words_clue_no_critic,episode_5,Main Score,0.0
11994,wordle_withclue,llama3.1-sft-e1-_E1_D30004_REV-t0.0--llama3.1-sft-e1-_E1_D30004_REV-t0.0,1_medium_frequency_words_clue_no_critic,episode_5,repeats guess,1.0
11995,wordle_withclue,llama3.1-sft-e1-_E1_D30004_REV-t0.0--llama3.1-sft-e1-_E1_D30004_REV-t0.0,1_medium_frequency_words_clue_no_critic,episode_5,total guess repetitions,2.0
11996,wordle_withclue,llama3.1-sft-e1-_E1_D30004_REV-t0.0--llama3.1-sft-e1-_E1_D30004_REV-t0.0,1_medium_frequency_words_clue_no_critic,episode_19,Aborted,0.0
11997,wordle_withclue,llama3.1-sft-e1-_E1_D30004_REV-t0.0--llama3.1-sft-e1-_E1_D30004_REV-t0.0,1_medium_frequency_words_clue_no_critic,episode_19,Lose,1.0
11998,wordle_withclue,llama3.1-sft-e1-_E1_D30004_REV-t0.0--llama3.1-sft-e1-_E1_D30004_REV-t0.0,1_medium_frequency_words_clue_no_critic,episode_19,Success,0.0
11999,wordle_withclue,llama3.1-sft-e1-_E1_D30004_REV-t0.0--llama3.1-sft-e1-_E1_D30004_REV-t0.0,1_medium_frequency_words_clue_no_critic,episode_19,Request Count,11.0
12000,wordle_withclue,llama3.1-sft-e1-_E1_D30004_REV-t0.0--llama3.1-sft-e1-_E1_D30004_REV-t0.0,1_medium_frequency_words_clue_no_critic,episode_19,Parsed Request Count,9.0
12001,wordle_withclue,llama3.1-sft-e1-_E1_D30004_REV-t0.0--llama3.1-sft-e1-_E1_D30004_REV-t0.0,1_medium_frequency_words_clue_no_critic,episode_19,Violated Request Count,2.0
12002,wordle_withclue,llama3.1-sft-e1-_E1_D30004_REV-t0.0--llama3.1-sft-e1-_E1_D30004_REV-t0.0,1_medium_frequency_words_clue_no_critic,episode_19,Request Success Ratio,0.82
12003,wordle_withclue,llama3.1-sft-e1-_E1_D30004_REV-t0.0--llama3.1-sft-e1-_E1_D30004_REV-t0.0,1_medium_frequency_words_clue_no_critic,episode_19,Main Score,0.0
12004,wordle_withclue,llama3.1-sft-e1-_E1_D30004_REV-t0.0--llama3.1-sft-e1-_E1_D30004_REV-t0.0,1_medium_frequency_words_clue_no_critic,episode_19,repeats guess,1.0
12005,wordle_withclue,llama3.1-sft-e1-_E1_D30004_REV-t0.0--llama3.1-sft-e1-_E1_D30004_REV-t0.0,1_medium_frequency_words_clue_no_critic,episode_19,total guess repetitions,1.0
12006,wordle_withclue,llama3.1-sft-e1-_E1_D30004_REV-t0.0--llama3.1-sft-e1-_E1_D30004_REV-t0.0,1_medium_frequency_words_clue_no_critic,episode_18,Aborted,1.0
12007,wordle_withclue,llama3.1-sft-e1-_E1_D30004_REV-t0.0--llama3.1-sft-e1-_E1_D30004_REV-t0.0,1_medium_frequency_words_clue_no_critic,episode_18,Lose,0.0
12008,wordle_withclue,llama3.1-sft-e1-_E1_D30004_REV-t0.0--llama3.1-sft-e1-_E1_D30004_REV-t0.0,1_medium_frequency_words_clue_no_critic,episode_18,Success,0.0
12009,wordle_withclue,llama3.1-sft-e1-_E1_D30004_REV-t0.0--llama3.1-sft-e1-_E1_D30004_REV-t0.0,1_medium_frequency_words_clue_no_critic,episode_18,Request Count,7.0
12010,wordle_withclue,llama3.1-sft-e1-_E1_D30004_REV-t0.0--llama3.1-sft-e1-_E1_D30004_REV-t0.0,1_medium_frequency_words_clue_no_critic,episode_18,Parsed Request Count,4.0
12011,wordle_withclue,llama3.1-sft-e1-_E1_D30004_REV-t0.0--llama3.1-sft-e1-_E1_D30004_REV-t0.0,1_medium_frequency_words_clue_no_critic,episode_18,Violated Request Count,3.0
12012,wordle_withclue,llama3.1-sft-e1-_E1_D30004_REV-t0.0--llama3.1-sft-e1-_E1_D30004_REV-t0.0,1_medium_frequency_words_clue_no_critic,episode_18,Request Success Ratio,0.57
12013,wordle_withclue,llama3.1-sft-e1-_E1_D30004_REV-t0.0--llama3.1-sft-e1-_E1_D30004_REV-t0.0,1_medium_frequency_words_clue_no_critic,episode_18,Main Score,
12014,wordle_withclue,llama3.1-sft-e1-_E1_D30004_REV-t0.0--llama3.1-sft-e1-_E1_D30004_REV-t0.0,1_medium_frequency_words_clue_no_critic,episode_18,repeats guess,
12015,wordle_withclue,llama3.1-sft-e1-_E1_D30004_REV-t0.0--llama3.1-sft-e1-_E1_D30004_REV-t0.0,1_medium_frequency_words_clue_no_critic,episode_18,total guess repetitions,
12016,wordle_withclue,llama3.1-sft-e1-_E1_D30004_REV-t0.0--llama3.1-sft-e1-_E1_D30004_REV-t0.0,1_medium_frequency_words_clue_no_critic,episode_9,Aborted,0.0
12017,wordle_withclue,llama3.1-sft-e1-_E1_D30004_REV-t0.0--llama3.1-sft-e1-_E1_D30004_REV-t0.0,1_medium_frequency_words_clue_no_critic,episode_9,Lose,0.0
12018,wordle_withclue,llama3.1-sft-e1-_E1_D30004_REV-t0.0--llama3.1-sft-e1-_E1_D30004_REV-t0.0,1_medium_frequency_words_clue_no_critic,episode_9,Success,1.0
12019,wordle_withclue,llama3.1-sft-e1-_E1_D30004_REV-t0.0--llama3.1-sft-e1-_E1_D30004_REV-t0.0,1_medium_frequency_words_clue_no_critic,episode_9,Request Count,7.0
12020,wordle_withclue,llama3.1-sft-e1-_E1_D30004_REV-t0.0--llama3.1-sft-e1-_E1_D30004_REV-t0.0,1_medium_frequency_words_clue_no_critic,episode_9,Parsed Request Count,6.0
12021,wordle_withclue,llama3.1-sft-e1-_E1_D30004_REV-t0.0--llama3.1-sft-e1-_E1_D30004_REV-t0.0,1_medium_frequency_words_clue_no_critic,episode_9,Violated Request Count,1.0
12022,wordle_withclue,llama3.1-sft-e1-_E1_D30004_REV-t0.0--llama3.1-sft-e1-_E1_D30004_REV-t0.0,1_medium_frequency_words_clue_no_critic,episode_9,Request Success Ratio,0.86
12023,wordle_withclue,llama3.1-sft-e1-_E1_D30004_REV-t0.0--llama3.1-sft-e1-_E1_D30004_REV-t0.0,1_medium_frequency_words_clue_no_critic,episode_9,Main Score,20.0
12024,wordle_withclue,llama3.1-sft-e1-_E1_D30004_REV-t0.0--llama3.1-sft-e1-_E1_D30004_REV-t0.0,1_medium_frequency_words_clue_no_critic,episode_9,repeats guess,0.0
12025,wordle_withclue,llama3.1-sft-e1-_E1_D30004_REV-t0.0--llama3.1-sft-e1-_E1_D30004_REV-t0.0,1_medium_frequency_words_clue_no_critic,episode_9,total guess repetitions,0.0
12026,wordle_withclue,llama3.1-sft-e1-_E1_D30004_REV-t0.0--llama3.1-sft-e1-_E1_D30004_REV-t0.0,1_medium_frequency_words_clue_no_critic,episode_7,Aborted,0.0
12027,wordle_withclue,llama3.1-sft-e1-_E1_D30004_REV-t0.0--llama3.1-sft-e1-_E1_D30004_REV-t0.0,1_medium_frequency_words_clue_no_critic,episode_7,Lose,1.0
12028,wordle_withclue,llama3.1-sft-e1-_E1_D30004_REV-t0.0--llama3.1-sft-e1-_E1_D30004_REV-t0.0,1_medium_frequency_words_clue_no_critic,episode_7,Success,0.0
12029,wordle_withclue,llama3.1-sft-e1-_E1_D30004_REV-t0.0--llama3.1-sft-e1-_E1_D30004_REV-t0.0,1_medium_frequency_words_clue_no_critic,episode_7,Request Count,7.0
12030,wordle_withclue,llama3.1-sft-e1-_E1_D30004_REV-t0.0--llama3.1-sft-e1-_E1_D30004_REV-t0.0,1_medium_frequency_words_clue_no_critic,episode_7,Parsed Request Count,6.0
12031,wordle_withclue,llama3.1-sft-e1-_E1_D30004_REV-t0.0--llama3.1-sft-e1-_E1_D30004_REV-t0.0,1_medium_frequency_words_clue_no_critic,episode_7,Violated Request Count,1.0
12032,wordle_withclue,llama3.1-sft-e1-_E1_D30004_REV-t0.0--llama3.1-sft-e1-_E1_D30004_REV-t0.0,1_medium_frequency_words_clue_no_critic,episode_7,Request Success Ratio,0.86
12033,wordle_withclue,llama3.1-sft-e1-_E1_D30004_REV-t0.0--llama3.1-sft-e1-_E1_D30004_REV-t0.0,1_medium_frequency_words_clue_no_critic,episode_7,Main Score,0.0
12034,wordle_withclue,llama3.1-sft-e1-_E1_D30004_REV-t0.0--llama3.1-sft-e1-_E1_D30004_REV-t0.0,1_medium_frequency_words_clue_no_critic,episode_7,repeats guess,0.0
12035,wordle_withclue,llama3.1-sft-e1-_E1_D30004_REV-t0.0--llama3.1-sft-e1-_E1_D30004_REV-t0.0,1_medium_frequency_words_clue_no_critic,episode_7,total guess repetitions,0.0
12036,wordle_withclue,llama3.1-sft-e1-_E1_D30004_REV-t0.0--llama3.1-sft-e1-_E1_D30004_REV-t0.0,1_medium_frequency_words_clue_no_critic,episode_17,Aborted,0.0
12037,wordle_withclue,llama3.1-sft-e1-_E1_D30004_REV-t0.0--llama3.1-sft-e1-_E1_D30004_REV-t0.0,1_medium_frequency_words_clue_no_critic,episode_17,Lose,1.0
12038,wordle_withclue,llama3.1-sft-e1-_E1_D30004_REV-t0.0--llama3.1-sft-e1-_E1_D30004_REV-t0.0,1_medium_frequency_words_clue_no_critic,episode_17,Success,0.0
12039,wordle_withclue,llama3.1-sft-e1-_E1_D30004_REV-t0.0--llama3.1-sft-e1-_E1_D30004_REV-t0.0,1_medium_frequency_words_clue_no_critic,episode_17,Request Count,7.0
12040,wordle_withclue,llama3.1-sft-e1-_E1_D30004_REV-t0.0--llama3.1-sft-e1-_E1_D30004_REV-t0.0,1_medium_frequency_words_clue_no_critic,episode_17,Parsed Request Count,6.0
12041,wordle_withclue,llama3.1-sft-e1-_E1_D30004_REV-t0.0--llama3.1-sft-e1-_E1_D30004_REV-t0.0,1_medium_frequency_words_clue_no_critic,episode_17,Violated Request Count,1.0
12042,wordle_withclue,llama3.1-sft-e1-_E1_D30004_REV-t0.0--llama3.1-sft-e1-_E1_D30004_REV-t0.0,1_medium_frequency_words_clue_no_critic,episode_17,Request Success Ratio,0.86
12043,wordle_withclue,llama3.1-sft-e1-_E1_D30004_REV-t0.0--llama3.1-sft-e1-_E1_D30004_REV-t0.0,1_medium_frequency_words_clue_no_critic,episode_17,Main Score,0.0
12044,wordle_withclue,llama3.1-sft-e1-_E1_D30004_REV-t0.0--llama3.1-sft-e1-_E1_D30004_REV-t0.0,1_medium_frequency_words_clue_no_critic,episode_17,repeats guess,0.0
12045,wordle_withclue,llama3.1-sft-e1-_E1_D30004_REV-t0.0--llama3.1-sft-e1-_E1_D30004_REV-t0.0,1_medium_frequency_words_clue_no_critic,episode_17,total guess repetitions,0.0
12046,wordle_withclue,llama3.1-sft-e1-_E1_D30004_REV-t0.0--llama3.1-sft-e1-_E1_D30004_REV-t0.0,1_medium_frequency_words_clue_no_critic,episode_16,Aborted,0.0
12047,wordle_withclue,llama3.1-sft-e1-_E1_D30004_REV-t0.0--llama3.1-sft-e1-_E1_D30004_REV-t0.0,1_medium_frequency_words_clue_no_critic,episode_16,Lose,1.0
12048,wordle_withclue,llama3.1-sft-e1-_E1_D30004_REV-t0.0--llama3.1-sft-e1-_E1_D30004_REV-t0.0,1_medium_frequency_words_clue_no_critic,episode_16,Success,0.0
12049,wordle_withclue,llama3.1-sft-e1-_E1_D30004_REV-t0.0--llama3.1-sft-e1-_E1_D30004_REV-t0.0,1_medium_frequency_words_clue_no_critic,episode_16,Request Count,7.0
12050,wordle_withclue,llama3.1-sft-e1-_E1_D30004_REV-t0.0--llama3.1-sft-e1-_E1_D30004_REV-t0.0,1_medium_frequency_words_clue_no_critic,episode_16,Parsed Request Count,6.0
12051,wordle_withclue,llama3.1-sft-e1-_E1_D30004_REV-t0.0--llama3.1-sft-e1-_E1_D30004_REV-t0.0,1_medium_frequency_words_clue_no_critic,episode_16,Violated Request Count,1.0
12052,wordle_withclue,llama3.1-sft-e1-_E1_D30004_REV-t0.0--llama3.1-sft-e1-_E1_D30004_REV-t0.0,1_medium_frequency_words_clue_no_critic,episode_16,Request Success Ratio,0.86
12053,wordle_withclue,llama3.1-sft-e1-_E1_D30004_REV-t0.0--llama3.1-sft-e1-_E1_D30004_REV-t0.0,1_medium_frequency_words_clue_no_critic,episode_16,Main Score,0.0
12054,wordle_withclue,llama3.1-sft-e1-_E1_D30004_REV-t0.0--llama3.1-sft-e1-_E1_D30004_REV-t0.0,1_medium_frequency_words_clue_no_critic,episode_16,repeats guess,1.0
12055,wordle_withclue,llama3.1-sft-e1-_E1_D30004_REV-t0.0--llama3.1-sft-e1-_E1_D30004_REV-t0.0,1_medium_frequency_words_clue_no_critic,episode_16,total guess repetitions,5.0
12056,wordle_withclue,llama3.1-sft-e1-_E1_D30004_REV-t0.0--llama3.1-sft-e1-_E1_D30004_REV-t0.0,1_medium_frequency_words_clue_no_critic,episode_15,Aborted,0.0
12057,wordle_withclue,llama3.1-sft-e1-_E1_D30004_REV-t0.0--llama3.1-sft-e1-_E1_D30004_REV-t0.0,1_medium_frequency_words_clue_no_critic,episode_15,Lose,1.0
12058,wordle_withclue,llama3.1-sft-e1-_E1_D30004_REV-t0.0--llama3.1-sft-e1-_E1_D30004_REV-t0.0,1_medium_frequency_words_clue_no_critic,episode_15,Success,0.0
12059,wordle_withclue,llama3.1-sft-e1-_E1_D30004_REV-t0.0--llama3.1-sft-e1-_E1_D30004_REV-t0.0,1_medium_frequency_words_clue_no_critic,episode_15,Request Count,6.0
12060,wordle_withclue,llama3.1-sft-e1-_E1_D30004_REV-t0.0--llama3.1-sft-e1-_E1_D30004_REV-t0.0,1_medium_frequency_words_clue_no_critic,episode_15,Parsed Request Count,6.0
12061,wordle_withclue,llama3.1-sft-e1-_E1_D30004_REV-t0.0--llama3.1-sft-e1-_E1_D30004_REV-t0.0,1_medium_frequency_words_clue_no_critic,episode_15,Violated Request Count,0.0
12062,wordle_withclue,llama3.1-sft-e1-_E1_D30004_REV-t0.0--llama3.1-sft-e1-_E1_D30004_REV-t0.0,1_medium_frequency_words_clue_no_critic,episode_15,Request Success Ratio,1.0
12063,wordle_withclue,llama3.1-sft-e1-_E1_D30004_REV-t0.0--llama3.1-sft-e1-_E1_D30004_REV-t0.0,1_medium_frequency_words_clue_no_critic,episode_15,Main Score,0.0
12064,wordle_withclue,llama3.1-sft-e1-_E1_D30004_REV-t0.0--llama3.1-sft-e1-_E1_D30004_REV-t0.0,1_medium_frequency_words_clue_no_critic,episode_15,repeats guess,0.0
12065,wordle_withclue,llama3.1-sft-e1-_E1_D30004_REV-t0.0--llama3.1-sft-e1-_E1_D30004_REV-t0.0,1_medium_frequency_words_clue_no_critic,episode_15,total guess repetitions,0.0
12066,wordle_withclue,llama3.1-sft-e1-_E1_D30004_REV-t0.0--llama3.1-sft-e1-_E1_D30004_REV-t0.0,1_medium_frequency_words_clue_no_critic,episode_1,Aborted,1.0
12067,wordle_withclue,llama3.1-sft-e1-_E1_D30004_REV-t0.0--llama3.1-sft-e1-_E1_D30004_REV-t0.0,1_medium_frequency_words_clue_no_critic,episode_1,Lose,0.0
12068,wordle_withclue,llama3.1-sft-e1-_E1_D30004_REV-t0.0--llama3.1-sft-e1-_E1_D30004_REV-t0.0,1_medium_frequency_words_clue_no_critic,episode_1,Success,0.0
12069,wordle_withclue,llama3.1-sft-e1-_E1_D30004_REV-t0.0--llama3.1-sft-e1-_E1_D30004_REV-t0.0,1_medium_frequency_words_clue_no_critic,episode_1,Request Count,9.0
12070,wordle_withclue,llama3.1-sft-e1-_E1_D30004_REV-t0.0--llama3.1-sft-e1-_E1_D30004_REV-t0.0,1_medium_frequency_words_clue_no_critic,episode_1,Parsed Request Count,8.0
12071,wordle_withclue,llama3.1-sft-e1-_E1_D30004_REV-t0.0--llama3.1-sft-e1-_E1_D30004_REV-t0.0,1_medium_frequency_words_clue_no_critic,episode_1,Violated Request Count,1.0
12072,wordle_withclue,llama3.1-sft-e1-_E1_D30004_REV-t0.0--llama3.1-sft-e1-_E1_D30004_REV-t0.0,1_medium_frequency_words_clue_no_critic,episode_1,Request Success Ratio,0.89
12073,wordle_withclue,llama3.1-sft-e1-_E1_D30004_REV-t0.0--llama3.1-sft-e1-_E1_D30004_REV-t0.0,1_medium_frequency_words_clue_no_critic,episode_1,Main Score,
12074,wordle_withclue,llama3.1-sft-e1-_E1_D30004_REV-t0.0--llama3.1-sft-e1-_E1_D30004_REV-t0.0,1_medium_frequency_words_clue_no_critic,episode_1,repeats guess,
12075,wordle_withclue,llama3.1-sft-e1-_E1_D30004_REV-t0.0--llama3.1-sft-e1-_E1_D30004_REV-t0.0,1_medium_frequency_words_clue_no_critic,episode_1,total guess repetitions,
12076,wordle_withclue,llama3.1-sft-e1-_E1_D30004_REV-t0.0--llama3.1-sft-e1-_E1_D30004_REV-t0.0,1_medium_frequency_words_clue_no_critic,episode_6,Aborted,0.0
12077,wordle_withclue,llama3.1-sft-e1-_E1_D30004_REV-t0.0--llama3.1-sft-e1-_E1_D30004_REV-t0.0,1_medium_frequency_words_clue_no_critic,episode_6,Lose,0.0
12078,wordle_withclue,llama3.1-sft-e1-_E1_D30004_REV-t0.0--llama3.1-sft-e1-_E1_D30004_REV-t0.0,1_medium_frequency_words_clue_no_critic,episode_6,Success,1.0
12079,wordle_withclue,llama3.1-sft-e1-_E1_D30004_REV-t0.0--llama3.1-sft-e1-_E1_D30004_REV-t0.0,1_medium_frequency_words_clue_no_critic,episode_6,Request Count,1.0
12080,wordle_withclue,llama3.1-sft-e1-_E1_D30004_REV-t0.0--llama3.1-sft-e1-_E1_D30004_REV-t0.0,1_medium_frequency_words_clue_no_critic,episode_6,Parsed Request Count,1.0
12081,wordle_withclue,llama3.1-sft-e1-_E1_D30004_REV-t0.0--llama3.1-sft-e1-_E1_D30004_REV-t0.0,1_medium_frequency_words_clue_no_critic,episode_6,Violated Request Count,0.0
12082,wordle_withclue,llama3.1-sft-e1-_E1_D30004_REV-t0.0--llama3.1-sft-e1-_E1_D30004_REV-t0.0,1_medium_frequency_words_clue_no_critic,episode_6,Request Success Ratio,1.0
12083,wordle_withclue,llama3.1-sft-e1-_E1_D30004_REV-t0.0--llama3.1-sft-e1-_E1_D30004_REV-t0.0,1_medium_frequency_words_clue_no_critic,episode_6,Main Score,100.0
12084,wordle_withclue,llama3.1-sft-e1-_E1_D30004_REV-t0.0--llama3.1-sft-e1-_E1_D30004_REV-t0.0,1_medium_frequency_words_clue_no_critic,episode_6,repeats guess,0.0
12085,wordle_withclue,llama3.1-sft-e1-_E1_D30004_REV-t0.0--llama3.1-sft-e1-_E1_D30004_REV-t0.0,1_medium_frequency_words_clue_no_critic,episode_6,total guess repetitions,0.0
12086,wordle_withclue,llama3.1-sft-e1-_E1_D30004_REV-t0.0--llama3.1-sft-e1-_E1_D30004_REV-t0.0,1_medium_frequency_words_clue_no_critic,episode_0,Aborted,0.0
12087,wordle_withclue,llama3.1-sft-e1-_E1_D30004_REV-t0.0--llama3.1-sft-e1-_E1_D30004_REV-t0.0,1_medium_frequency_words_clue_no_critic,episode_0,Lose,1.0
12088,wordle_withclue,llama3.1-sft-e1-_E1_D30004_REV-t0.0--llama3.1-sft-e1-_E1_D30004_REV-t0.0,1_medium_frequency_words_clue_no_critic,episode_0,Success,0.0
12089,wordle_withclue,llama3.1-sft-e1-_E1_D30004_REV-t0.0--llama3.1-sft-e1-_E1_D30004_REV-t0.0,1_medium_frequency_words_clue_no_critic,episode_0,Request Count,8.0
12090,wordle_withclue,llama3.1-sft-e1-_E1_D30004_REV-t0.0--llama3.1-sft-e1-_E1_D30004_REV-t0.0,1_medium_frequency_words_clue_no_critic,episode_0,Parsed Request Count,7.0
12091,wordle_withclue,llama3.1-sft-e1-_E1_D30004_REV-t0.0--llama3.1-sft-e1-_E1_D30004_REV-t0.0,1_medium_frequency_words_clue_no_critic,episode_0,Violated Request Count,1.0
12092,wordle_withclue,llama3.1-sft-e1-_E1_D30004_REV-t0.0--llama3.1-sft-e1-_E1_D30004_REV-t0.0,1_medium_frequency_words_clue_no_critic,episode_0,Request Success Ratio,0.88
